,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
38,Wakefield,40.89470517661,-73.84720052054902,Mets Nail,40.89756415867958,-73.85528491997724,Cosmetics Shop
39,Wakefield,40.89470517661,-73.84720052054902,Deals,40.89447021484375,-73.85712432861328,Discount Store
40,Wakefield,40.89470517661,-73.84720052054902,D & A Deli,40.88876724243164,-73.84156799316406,Convenience Store
41,Wakefield,40.89470517661,-73.84720052054902,233 Meat Market,40.89373080781115,-73.85712264479922,Steakhouse
42,Wakefield,40.89470517661,-73.84720052054902,Original Joe's Pizza,40.893337423606994,-73.85710509714613,Pizza Place
43,Wakefield,40.89470517661,-73.84720052054902,Beeline 42 bus - 233 st.,40.89351888191641,-73.8572552091591,Bus Station
44,Wakefield,40.89470517661,-73.84720052054902,MTA MaBSTOA Bus Bx31 / Bx39 / BxM11 at 233st Street / White Plains Road,40.89341846680429,-73.85735034942627,Bus Station
45,Wakefield,40.89470517661,-73.84720052054902,Kennedy Fried Chicken & Pizza,40.892988,-73.85725699999999,Fried Chicken Joint
46,Wakefield,40.89470517661,-73.84720052054902,Harbi Deli,40.89333815024422,-73.85753613051872,Deli / Bodega
47,Wakefield,40.89470517661,-73.84720052054902,Seton Falls Park,40.8884138255166,-73.84018621289728,Park
48,Wakefield,40.89470517661,-73.84720052054902,Kennedy's Chicken & Pizza,40.88620560125632,-73.84810039988253,Fried Chicken Joint
49,Wakefield,40.89470517661,-73.84720052054902,MTA MaBSTOA Bus: Bx39 / BxM11 & Bee-Line Bus: Route 40/41/42/43X at E. 241st St / White Plains Road,40.903192111214224,-73.85024257438126,Bus Station
50,Wakefield,40.89470517661,-73.84720052054902,New Longwood Fish,40.903076,-73.850989,Fish Market
51,Wakefield,40.89470517661,-73.84720052054902,Michael's Florist,40.892026,-73.85845400000001,Flower Shop
52,Co-op City,40.87429419303012,-73.82993910812398,Dumplin Shop,40.876042191838856,-73.83595004760689,Dumpling Restaurant
53,Co-op City,40.87429419303012,-73.82993910812398,Country Thyme Cuisine,40.87688005361567,-73.83773352710116,Caribbean Restaurant
54,Co-op City,40.87429419303012,-73.82993910812398,Stop & Shop,40.8685268,-73.8257547,Supermarket
55,Co-op City,40.87429419303012,-73.82993910812398,Panera Bread,40.867866294858295,-73.82784470915794,Bakery
56,Co-op City,40.87429419303012,-73.82993910812398,Sangria Cafe,40.869620114462194,-73.82807151742419,Spanish Restaurant
57,Co-op City,40.87429419303012,-73.82993910812398,Rite Aid,40.8703448818904,-73.82830202579498,Pharmacy
58,Co-op City,40.87429419303012,-73.82993910812398,Dollar Tree,40.87012498449601,-73.82898863175873,Discount Store
59,Co-op City,40.87429419303012,-73.82993910812398,Red Lobster,40.869059,-73.826987,Seafood Restaurant
60,Co-op City,40.87429419303012,-73.82993910812398,The Cookie Factory,40.87646144059442,-73.8393530654225,Bakery
61,Co-op City,40.87429419303012,-73.82993910812398,Capri II Pizza,40.87637420537464,-73.82994042507629,Pizza Place
62,Co-op City,40.87429419303012,-73.82993910812398,Chipotle Mexican Grill,40.868854,-73.82627,Mexican Restaurant
63,Co-op City,40.87429419303012,-73.82993910812398,Carter's,40.866811,-73.827478,Kids Store
64,Co-op City,40.87429419303012,-73.82993910812398,Bay Plaza Shopping Center,40.867410043679406,-73.82665440072603,Shopping Mall
65,Co-op City,40.87429419303012,-73.82993910812398,DSW,40.86780417901166,-73.82672677193412,Shoe Store
66,Co-op City,40.87429419303012,-73.82993910812398,Five Below,40.86826210150015,-73.82481112912296,Discount Store
67,Co-op City,40.87429419303012,-73.82993910812398,Dallas BBQ,40.86795564512483,-73.82530024455193,BBQ Joint
68,Co-op City,40.87429419303012,-73.82993910812398,Bagels on Bartow,40.87028,-73.828611,Bagel Shop
69,Co-op City,40.87429419303012,-73.82993910812398,Bartow Mall,40.86962910502878,-73.82806667576247,Shopping Mall
70,Co-op City,40.87429419303012,-73.82993910812398,T-Mobile,40.86852738129755,-73.82726092638222,Mobile Phone Shop
71,Co-op City,40.87429419303012,-73.82993910812398,Rite Aid,40.881139,-73.823758,Pharmacy
72,Co-op City,40.87429419303012,-73.82993910812398,United States Postal Service,40.876544999714135,-73.82897794246674,Post Office
73,Co-op City,40.87429419303012,-73.82993910812398,PEARTREE PLAZA MALL,40.88079962648702,-73.82368505269557,Shopping Mall
74,Co-op City,40.87429419303012,-73.82993910812398,Stop and Shop,40.8805081,-73.8251382,Supermarket
75,Co-op City,40.87429419303012,-73.82993910812398,Marshalls,40.868493455256,-73.8298282027244,Department Store
76,Co-op City,40.87429419303012,-73.82993910812398,Baskin-Robbins,40.86980056762695,-73.82946014404297,Ice Cream Shop
77,Co-op City,40.87429419303012,-73.82993910812398,DSW Designer Shoe Warehouse,40.8678309,-73.8270381,Shoe Store
78,Co-op City,40.87429419303012,-73.82993910812398,Dunkin',40.86780008007166,-73.8333645677676,Donut Shop
79,Co-op City,40.87429419303012,-73.82993910812398,GameStop,40.86786409498371,-73.82540995478442,Video Game Store
80,Co-op City,40.87429419303012,-73.82993910812398,The Children's Place,40.866972141895964,-73.82587946178818,Kids Store
81,Co-op City,40.87429419303012,-73.82993910812398,Food Universe Marketplace,40.87673987981054,-73.82898048976519,Grocery Store
82,Co-op City,40.87429419303012,-73.82993910812398,Starbucks,40.86561735082342,-73.82726323730006,Coffee Shop
83,Co-op City,40.87429419303012,-73.82993910812398,Arby's,40.8704113,-73.828606,Fast Food Restaurant
84,Co-op City,40.87429419303012,-73.82993910812398,Pier 1 Imports,40.866860229788,-73.8275778293609,Furniture / Home Store
85,Co-op City,40.87429419303012,-73.82993910812398,7 eleven,40.870079040527344,-73.83220672607422,Convenience Store
86,Co-op City,40.87429419303012,-73.82993910812398,Popeyes Louisiana Kitchen,40.868609852793575,-73.8311248636084,Fried Chicken Joint
87,Co-op City,40.87429419303012,-73.82993910812398,Dunkin',40.8697065,-73.8295177,Donut Shop
88,Co-op City,40.87429419303012,-73.82993910812398,Claire's,40.868408203125,-73.82478332519531,Accessories Store
89,Co-op City,40.87429419303012,-73.82993910812398,SUBWAY,40.868719,-73.83370699999999,Sandwich Place
90,Co-op City,40.87429419303012,-73.82993910812398,AT&T,40.86826790527491,-73.82484197616577,Mobile Phone Shop
91,Co-op City,40.87429419303012,-73.82993910812398,Mattress Firm,40.868690490722656,-73.8260269165039,Mattress Store
92,Co-op City,40.87429419303012,-73.82993910812398,Torrid,40.867559,-73.825149,Clothing Store
93,Co-op City,40.87429419303012,-73.82993910812398,Saks OFF 5TH,40.86572062,-73.82969211,Department Store
94,Co-op City,40.87429419303012,-73.82993910812398,Staples,40.867647,-73.828963,Paper / Office Supplies Store
95,Co-op City,40.87429419303012,-73.82993910812398,Chase Bank,40.867348,-73.827217,Bank
96,Co-op City,40.87429419303012,-73.82993910812398,The Garage,40.88216467197872,-73.82759319234759,Nightclub
97,Co-op City,40.87429419303012,-73.82993910812398,Pizza Hut,40.8686218839239,-73.83380771265149,Pizza Place
98,Co-op City,40.87429419303012,-73.82993910812398,AMC Bay Plaza Cinema 13,40.866993771217054,-73.82508460459398,Movie Theater
99,Co-op City,40.87429419303012,-73.82993910812398,Bob's Discount Furniture,40.8668145,-73.827436,Furniture / Home Store
100,Co-op City,40.87429419303012,-73.82993910812398,Moe's Southwest Grill,40.86631,-73.83032,Mexican Restaurant
101,Co-op City,40.87429419303012,-73.82993910812398,Mattress Firm,40.86882781982422,-73.83390808105469,Mattress Store
102,Co-op City,40.87429419303012,-73.82993910812398,McDonald's,40.86870592437685,-73.83058532145697,Fast Food Restaurant
103,Co-op City,40.87429419303012,-73.82993910812398,Ashley HomeStore,40.867739,-73.828581,Furniture / Home Store
104,Co-op City,40.87429419303012,-73.82993910812398,Verizon,40.8664826,-73.8259775,Mobile Phone Shop
105,Co-op City,40.87429419303012,-73.82993910812398,Burlington,40.866486,-73.826899,Department Store
106,Co-op City,40.87429419303012,-73.82993910812398,Applebee's Grill + Bar,40.86618631,-73.82647786,American Restaurant
107,Co-op City,40.87429419303012,-73.82993910812398,Golden Krust Caribbean Restaurant,40.880751611799155,-73.82378110077026,Caribbean Restaurant
108,Co-op City,40.87429419303012,-73.82993910812398,New York & Company,40.86577,-73.82981,Women's Store
109,Co-op City,40.87429419303012,-73.82993910812398,Townhouse Restaurant,40.876085887834265,-73.82886815052547,Restaurant
110,Co-op City,40.87429419303012,-73.82993910812398,Party City,40.866721011414036,-73.82841083168671,Miscellaneous Shop
111,Co-op City,40.87429419303012,-73.82993910812398,Forever 21,40.866463,-73.82951800000001,Clothing Store
112,Co-op City,40.87429419303012,-73.82993910812398,Ramada by Wyndham Bronx,40.879865,-73.831504,Hotel
113,Co-op City,40.87429419303012,-73.82993910812398,Verizon,40.866683850467645,-73.82628383583449,Mobile Phone Shop
114,Co-op City,40.87429419303012,-73.82993910812398,Kennedy Fried Chicken & Pizza,40.876651,-73.829092,Fried Chicken Joint
115,Co-op City,40.87429419303012,-73.82993910812398,Sheer Elegance: Hair Plaza and Nail,40.87679079960787,-73.82952625493367,Salon / Barbershop
116,Co-op City,40.87429419303012,-73.82993910812398,Men's Wearhouse,40.869281189996855,-73.83092614068846,Men's Store
117,Co-op City,40.87429419303012,-73.82993910812398,MTA MaBSTOA Bus Bx23 / Bx26 / Bx28 / Q50 at Asch Loop / alcott Place,40.871387402235094,-73.830646276474,Bus Station
118,Co-op City,40.87429419303012,-73.82993910812398,Walgreens,40.8808708190918,-73.82460021972656,Pharmacy
119,Co-op City,40.87429419303012,-73.82993910812398,MTA MaBSTOA Bus Bx23 / Bx30 / Bx38 / Q50 at Donizetti Place & Baychester Ave (Section 1),40.87618793183889,-73.833838139328,Bus Station
120,Co-op City,40.87429419303012,-73.82993910812398,Associated Supermarket,40.87064758087657,-73.82878532053863,Supermarket
121,Co-op City,40.87429419303012,-73.82993910812398,Modell's Sporting Goods,40.867080780477885,-73.82567456237783,Sporting Goods Shop
122,Co-op City,40.87429419303012,-73.82993910812398,Co Op City Lil League Field,40.87585277,-73.82441818714142,Baseball Field
123,Co-op City,40.87429419303012,-73.82993910812398,Haffen Park,40.87359183437905,-73.8385091455745,Park
124,Co-op City,40.87429419303012,-73.82993910812398,Kmart,40.86646442,-73.8294637,Department Store
125,Co-op City,40.87429419303012,-73.82993910812398,24 Hour Fitness,40.86781839234004,-73.82498414619204,Gym / Fitness Center
126,Co-op City,40.87429419303012,-73.82993910812398,P.C. Richard & Son,40.86811787434579,-73.83059312471943,Electronics Store
127,Co-op City,40.87429419303012,-73.82993910812398,Mandee,40.86792088326738,-73.82540884766361,Clothing Store
128,Co-op City,40.87429419303012,-73.82993910812398,Co-Op City Laundromat,40.8808708190918,-73.82460021972656,Laundromat
129,Co-op City,40.87429419303012,-73.82993910812398,Hungry Howie's,40.880556457550355,-73.8237710171732,Pizza Place
130,Co-op City,40.87429419303012,-73.82993910812398,Blok Work Studio,40.881795000000004,-73.82685,Music Venue
131,Co-op City,40.87429419303012,-73.82993910812398,Pelham Bay Plaza,40.867237416357796,-73.8241960604158,Department Store
132,Co-op City,40.87429419303012,-73.82993910812398,Journeys,40.865951,-73.830155,Shopping Mall
133,Co-op City,40.87429419303012,-73.82993910812398,City World Hyundai Service Center,40.8826904296875,-73.82916259765625,Auto Garage
134,Co-op City,40.87429419303012,-73.82993910812398,Royal Tropical Bakery,40.879996999999996,-73.83838100000001,Bakery
135,Co-op City,40.87429419303012,-73.82993910812398,Chinese Buffet,40.88053257622219,-73.82376206745879,Chinese Restaurant
136,Eastchester,40.887555677350775,-73.82780644716412,Fish & Ting,40.885656,-73.829197,Caribbean Restaurant
137,Eastchester,40.887555677350775,-73.82780644716412,Cozy Cottage Restaurant,40.88633207186384,-73.82761561924221,Diner
138,Eastchester,40.887555677350775,-73.82780644716412,Mario's Pizza,40.88862762439113,-73.83126012557018,Pizza Place
139,Eastchester,40.887555677350775,-73.82780644716412,Dyre Fish Market,40.889317642958616,-73.83145257358296,Seafood Restaurant
140,Eastchester,40.887555677350775,-73.82780644716412,Taco Bell,40.88302914904598,-73.82490116273638,Fast Food Restaurant
141,Eastchester,40.887555677350775,-73.82780644716412,Fairway Market,40.89176235395443,-73.82037622564654,Grocery Store
142,Eastchester,40.887555677350775,-73.82780644716412,Dunkin',40.88538419291817,-73.8280987591753,Donut Shop
143,Eastchester,40.887555677350775,-73.82780644716412,HomeGoods,40.8908145,-73.8208492,Furniture / Home Store
144,Eastchester,40.887555677350775,-73.82780644716412,St. Paul's Church National Historic Site,40.89336013793945,-73.82593536376953,Historic Site
145,Eastchester,40.887555677350775,-73.82780644716412,Gourmet Express,40.890508467185455,-73.81759071296698,Café
146,Eastchester,40.887555677350775,-73.82780644716412,Fairway Wines & Spirits,40.89161191917169,-73.8204496174189,Wine Shop
147,Eastchester,40.887555677350775,-73.82780644716412,Panera Bread,40.8914937,-73.8190083,Bakery
148,Eastchester,40.887555677350775,-73.82780644716412,Smashburger,40.890171687288685,-73.82058366950676,Burger Joint
149,Eastchester,40.887555677350775,-73.82780644716412,Kinetic Sports Club,40.89221928580828,-73.81810901930359,Gym
150,Eastchester,40.887555677350775,-73.82780644716412,Yumi Asian Bistro & Hibachi Steak House,40.89341523171208,-73.82032545549927,Asian Restaurant
151,Eastchester,40.887555677350775,-73.82780644716412,Dyre Deli Grocery,40.88823525219036,-73.8312823268945,Deli / Bodega
152,Eastchester,40.887555677350775,-73.82780644716412,Golden Krust Caribbean Restaurant,40.888488,-73.83108299999999,Caribbean Restaurant
153,Eastchester,40.887555677350775,-73.82780644716412,Rite Aid,40.881139,-73.823758,Pharmacy
154,Eastchester,40.887555677350775,-73.82780644716412,IHOP,40.89003347839588,-73.81958492731994,Breakfast Spot
155,Eastchester,40.887555677350775,-73.82780644716412,Dollar Tree,40.89356135604874,-73.82026271600698,Discount Store
156,Eastchester,40.887555677350775,-73.82780644716412,Shopwell Plaza,40.88414438691145,-73.83200095565496,Shopping Mall
157,Eastchester,40.887555677350775,-73.82780644716412,Five Guys,40.8939600669499,-73.82007992944773,Burger Joint
158,Eastchester,40.887555677350775,-73.82780644716412,PEARTREE PLAZA MALL,40.88079962648702,-73.82368505269557,Shopping Mall
159,Eastchester,40.887555677350775,-73.82780644716412,BowlerLand,40.88601990111869,-73.82320747767668,Bowling Alley
160,Eastchester,40.887555677350775,-73.82780644716412,Dunkin',40.894053559836536,-73.82401608723755,Donut Shop
161,Eastchester,40.887555677350775,-73.82780644716412,GameStop,40.89339494777863,-73.81979831212374,Video Game Store
162,Eastchester,40.887555677350775,-73.82780644716412,Stop and Shop,40.8805081,-73.8251382,Supermarket
163,Eastchester,40.887555677350775,-73.82780644716412,Five Below,40.8927458,-73.8184962,Discount Store
164,Eastchester,40.887555677350775,-73.82780644716412,Mingles,40.884145813963066,-73.83261297304038,Cocktail Bar
165,Eastchester,40.887555677350775,-73.82780644716412,24 Hour Fitness,40.89229756193752,-73.82047365234841,Gym / Fitness Center
166,Eastchester,40.887555677350775,-73.82780644716412,Columbus Diner,40.89446524525078,-73.82424218679706,Diner
167,Eastchester,40.887555677350775,-73.82780644716412,Jimmy's Best Chinese Restaurant,40.8841792178673,-73.83268490851218,Asian Restaurant
168,Eastchester,40.887555677350775,-73.82780644716412,Wingstop,40.891268,-73.819114,Wings Joint
169,Eastchester,40.887555677350775,-73.82780644716412,Wendy’s,40.88959742209178,-73.81994292140007,Fast Food Restaurant
170,Eastchester,40.887555677350775,-73.82780644716412,The Garage,40.88216467197872,-73.82759319234759,Nightclub
171,Eastchester,40.887555677350775,-73.82780644716412,SUBWAY,40.88386154174805,-73.83301544189453,Sandwich Place
172,Eastchester,40.887555677350775,-73.82780644716412,The Vitamin Shoppe,40.8930603,-73.8193219,Supplement Shop
173,Eastchester,40.887555677350775,-73.82780644716412,Pelham Manor Shopping Plaza,40.8922573067517,-73.81776143990406,Shopping Mall
174,Eastchester,40.887555677350775,-73.82780644716412,GNC,40.8924560546875,-73.81944274902344,Supplement Shop
175,Eastchester,40.887555677350775,-73.82780644716412,Lane Bryant,40.891329,-73.821005,Women's Store
176,Eastchester,40.887555677350775,-73.82780644716412,Royal Caribbean Bakery,40.888249,-73.831661,Caribbean Restaurant
177,Eastchester,40.887555677350775,-73.82780644716412,Dyre Ave Diner,40.887968729082246,-73.83141284372412,Diner
178,Eastchester,40.887555677350775,-73.82780644716412,T-Mobile,40.892861,-73.818548,Mobile Phone Shop
179,Eastchester,40.887555677350775,-73.82780644716412,Marshalls,40.890873,-73.821115,Department Store
180,Eastchester,40.887555677350775,-73.82780644716412,Sally Beauty,40.89252471923828,-73.81951141357422,Cosmetics Shop
181,Eastchester,40.887555677350775,-73.82780644716412,T-Mobile,40.8926726,-73.8185913,Mobile Phone Shop
182,Eastchester,40.887555677350775,-73.82780644716412,McDonald's,40.88563631373264,-73.82683955509486,Fast Food Restaurant
183,Eastchester,40.887555677350775,-73.82780644716412,Chase Bank,40.89247656015229,-73.81878152489662,Bank
184,Eastchester,40.887555677350775,-73.82780644716412,BP,40.89405892,-73.82426564,Gas Station
185,Eastchester,40.887555677350775,-73.82780644716412,Golden Krust Caribbean Restaurant,40.880751611799155,-73.82378110077026,Caribbean Restaurant
186,Eastchester,40.887555677350775,-73.82780644716412,CTown Supermarkets,40.88382057895575,-73.8327544927597,Grocery Store
187,Eastchester,40.887555677350775,-73.82780644716412,Pimento Caribbean Restaurant,40.88436878845637,-73.83211203676869,Caribbean Restaurant
188,Eastchester,40.887555677350775,-73.82780644716412,4 Star Auto Glass,40.885905,-73.82732299999999,Automotive Shop
189,Eastchester,40.887555677350775,-73.82780644716412,Imperial beverage center,40.889146992600836,-73.82929692582755,Food & Drink Shop
190,Eastchester,40.887555677350775,-73.82780644716412,NYW&B Railway - Baychester,40.887882155187874,-73.83116319314648,Platform
191,Eastchester,40.887555677350775,-73.82780644716412,Walgreens,40.8808708190918,-73.82460021972656,Pharmacy
192,Eastchester,40.887555677350775,-73.82780644716412,Freckle's Juice,40.88878559548764,-73.83117532757048,Juice Bar
193,Eastchester,40.887555677350775,-73.82780644716412,FedEx Ship Center,40.895506,-73.82764,Shipping Store
194,Eastchester,40.887555677350775,-73.82780644716412,Ramada by Wyndham Bronx,40.879865,-73.831504,Hotel
195,Eastchester,40.887555677350775,-73.82780644716412,Dome Groomer's,40.884440701933244,-73.83205345211809,Cosmetics Shop
196,Eastchester,40.887555677350775,-73.82780644716412,Susans Nails,40.883949279785156,-73.8316879272461,Cosmetics Shop
197,Eastchester,40.887555677350775,-73.82780644716412,Modell's Sporting Goods,40.89257968049204,-73.81993080158198,Sporting Goods Shop
198,Eastchester,40.887555677350775,-73.82780644716412,Shell,40.89152962994204,-73.8174939773084,Gas Station
199,Eastchester,40.887555677350775,-73.82780644716412,China Inn Buffet,40.880815999999996,-73.824963,Buffet
200,Eastchester,40.887555677350775,-73.82780644716412,City Pizza,40.8808708190918,-73.82460021972656,Pizza Place
201,Eastchester,40.887555677350775,-73.82780644716412,Gormet Deli & Cafe,40.890461053103884,-73.81792370808928,Sandwich Place
202,Eastchester,40.887555677350775,-73.82780644716412,de reimer deli and grocery,40.88149294728297,-73.83572357419423,Deli / Bodega
203,Eastchester,40.887555677350775,-73.82780644716412,Joyce Leslie,40.893290411995544,-73.81937095226596,Shop & Service
204,Eastchester,40.887555677350775,-73.82780644716412,MTA MaBSTOA Bus Bx23 / Bx28 / Bx30 / Bx38 / Q50 at Co-op City Blvd & Baychester Ave (Section 1),40.879418720645106,-73.83197665214539,Bus Station
205,Eastchester,40.887555677350775,-73.82780644716412,Knuckleheads,40.891075,-73.81718199999999,Bar
206,Fieldston,40.89543742690383,-73.90564259591682,Riverdale Ave,40.890424929507866,-73.91024841803598,Plaza
207,Fieldston,40.89543742690383,-73.90564259591682,Wave Hill,40.900062189494726,-73.9124461576627,Garden
208,Fieldston,40.89543742690383,-73.90564259591682,Lloyd's Carrot Cake,40.894060199383176,-73.89652847601737,Bakery
209,Fieldston,40.89543742690383,-73.90564259591682,Tortoise And Hare,40.894121999999996,-73.89679,Sports Bar
210,Fieldston,40.89543742690383,-73.90564259591682,Bell Tower Park,40.88917798960079,-73.90833081276627,Park
211,Fieldston,40.89543742690383,-73.90564259591682,Yo-Burger,40.88733734314313,-73.9071843648891,Burger Joint
212,Fieldston,40.89543742690383,-73.90564259591682,Tin Marin,40.88707311362176,-73.90714828242368,Tapas Restaurant
213,Fieldston,40.89543742690383,-73.90564259591682,An Beal Bocht Cafe,40.88730309009836,-73.90502527528892,Bar
214,Fieldston,40.89543742690383,-73.90564259591682,Skyview Wines and Spirits,40.903420126082416,-73.90577158410362,Wine Shop
215,Fieldston,40.89543742690383,-73.90564259591682,Salvatore's of Soho,40.887632762259415,-73.90717756259086,Pizza Place
216,Fieldston,40.89543742690383,-73.90564259591682,Jake’s Steakhouse,40.89163832603088,-73.89757290885106,Steakhouse
217,Fieldston,40.89543742690383,-73.90564259591682,Broadway Joe's Pizza,40.8898981274626,-73.8985080809925,Pizza Place
218,Fieldston,40.89543742690383,-73.90564259591682,Greek Express,40.88749950271757,-73.90726184172892,Greek Restaurant
219,Fieldston,40.89543742690383,-73.90564259591682,Goodfella's Pizza,40.88712132107213,-73.90430120748528,Pizza Place
220,Fieldston,40.89543742690383,-73.90564259591682,Tortoise and Hare Statue,40.89393751979629,-73.89612436294556,Public Art
221,Fieldston,40.89543742690383,-73.90564259591682,Chase Bank,40.888089,-73.907921,Bank
222,Fieldston,40.89543742690383,-73.90564259591682,Barcelona Bites Gastro Club,40.889351,-73.899247,Lounge
223,Fieldston,40.89543742690383,-73.90564259591682,Blackstone Bar & Grill,40.887253200116284,-73.9072508524159,Bar
224,Fieldston,40.89543742690383,-73.90564259591682,Rolen Bagels,40.88662386774234,-73.90716818359404,Bagel Shop
225,Fieldston,40.89543742690383,-73.90564259591682,Burrito Shop,40.88970321678889,-73.89850865735627,Mexican Restaurant
226,Fieldston,40.89543742690383,-73.90564259591682,New Riverdale Deli,40.887269605085706,-73.90512674452026,Sandwich Place
227,Fieldston,40.89543742690383,-73.90564259591682,Tiny's Diner,40.8866525233077,-73.90722113692334,Diner
228,Fieldston,40.89543742690383,-73.90564259591682,Dunkin',40.89016170726231,-73.89839903612506,Donut Shop
229,Fieldston,40.89543742690383,-73.90564259591682,Jasper's Deli,40.88719570739203,-73.90458767621406,Deli / Bodega
230,Fieldston,40.89543742690383,-73.90564259591682,Starbucks,40.890105,-73.900758,Coffee Shop
231,Fieldston,40.89543742690383,-73.90564259591682,Fenwick's Bar & Grill,40.88717029252308,-73.90452576720683,Bar
232,Fieldston,40.89543742690383,-73.90564259591682,Santa Fe Grill & Bar,40.89147882667728,-73.89766062927612,Mexican Restaurant
233,Fieldston,40.89543742690383,-73.90564259591682,Wells Fargo Bank,40.887013098817796,-73.90743121504784,Bank
234,Fieldston,40.89543742690383,-73.90564259591682,Burger King,40.89121949532642,-73.89788103173487,Fast Food Restaurant
235,Fieldston,40.89543742690383,-73.90564259591682,SUBWAY,40.890145000000004,-73.89850600000001,Sandwich Place
236,Fieldston,40.89543742690383,-73.90564259591682,Fieldston Road Circle,40.89448851736085,-73.90562087134356,Plaza
237,Fieldston,40.89543742690383,-73.90564259591682,Riverside Drive,40.896507486527454,-73.90826091791374,River
238,Fieldston,40.89543742690383,-73.90564259591682,MTA MaBSTOA Bus Bx7 / Bx10 / Bx20 / BxM1 / BxM2 / BxM18 at 246th St. / Hudson Parkway,40.89354823043404,-73.90815138816833,Bus Station
